2;2;11
2;2;11
1;2;11
1;2;11
3;2;11
3;2;11
4;2;11
4;2;11
5;2;11
5;2;11
6;2;11
6;2;11
7;2;11
7;2;11
8;0;0
8;0;0
9;0;0
9;0;0
10;0;0
10;0;0
11;2;11
11;2;11
12;2;11
13;2;11
12;2;11
13;2;11
14;2;11
14;2;11
15;0;0
15;0;0
16;2;11
16;2;11
17;2;11
17;2;11
18;2;11
18;2;11
19;2;11
19;2;11
20;2;11
20;2;11
21;2;11
21;2;11
22;0;0
22;0;0
24;2;11
23;2;11
24;2;11
23;2;11
25;2;11
27;2;11
26;0;0
25;2;11
27;2;11
26;0;0
28;2;11
28;2;11
31;2;11
29;2;11
30;2;11
32;2;11
33;2;11
31;2;11
29;2;11
30;2;11
32;2;11
33;2;11
34;2;11
34;2;11
35;0;0
35;0;0
36;2;11
36;2;11
37;2;11
37;2;11
38;2;11
39;2;11
38;2;11
39;2;11
41;0;0
40;2;11
41;0;0
40;2;11
43;2;11
42;2;11
43;2;11
42;2;11
44;2;11
44;2;11
47;0;0
46;0;0
45;2;11
47;0;0
46;0;0
45;2;11
48;2;11
48;2;11
52;2;11
49;2;11
50;2;11
51;2;11
52;2;11
49;2;11
50;2;11
51;2;11
53;2;11
53;2;11
54;2;11
54;2;11
55;2;11
55;2;11
57;2;11
56;0;0
57;2;11
56;0;0
58;2;11
59;2;11
58;2;11
59;2;11
60;2;11
60;2;11
61;2;11
61;2;11
62;2;11
62;2;11
63;2;11
63;2;11
64;0;0
64;0;0
65;2;11
65;2;11
67;2;11
66;2;11
67;2;11
66;2;11
68;2;11
68;2;11
69;2;11
70;2;11
69;2;11
70;2;11
71;2;11
74;2;11
73;0;0
72;2;11
75;0;0
71;2;11
74;2;11
73;0;0
72;2;11
75;0;0
78;2;11
77;2;11
76;2;11
78;2;11
77;2;11
76;2;11
79;2;11
80;2;11
79;2;11
80;2;11
82;2;11
81;2;11
82;2;11
81;2;11
83;2;11
84;2;11
83;2;11
84;2;11
87;2;11
85;2;11
86;2;11
87;2;11
85;2;11
86;2;11
88;2;11
89;2;11
88;2;11
89;2;11
92;2;11
91;2;11
90;2;11
92;2;11
91;2;11
90;2;11
93;2;11
93;2;11
94;2;11
94;2;11
