1;2;9
1;2;9
2;2;11
2;2;11
3;2;11
3;2;11
4;2;11
4;2;11
5;2;11
5;2;11
6;2;11
6;2;11
7;2;11
7;2;11
8;2;11
9;2;11
8;2;11
9;2;11
10;2;11
10;2;11
11;2;11
11;2;11
12;2;11
12;2;11
13;2;11
13;2;11
15;0;0
14;2;11
15;0;0
14;2;11
17;2;11
16;2;11
17;2;11
16;2;11
18;2;11
19;2;11
18;2;11
19;2;11
20;2;11
20;2;11
21;2;11
21;2;11
22;2;11
22;2;11
24;2;11
23;2;9
24;2;11
23;2;9
25;2;9
25;2;9
26;2;4
26;2;4
27;2;11
27;2;11
28;2;11
28;2;11
29;2;11
29;2;11
30;0;0
30;0;0
31;2;11
31;2;11
32;2;11
32;2;11
33;2;11
33;2;11
34;2;11
34;2;11
35;0;0
35;0;0
37;2;9
36;2;11
37;2;9
36;2;11
39;2;11
38;2;11
39;2;11
38;2;11
40;0;0
40;0;0
41;2;11
41;2;11
42;2;11
42;2;11
43;0;0
43;0;0
44;2;11
44;2;11
45;2;9
45;2;9
46;0;0
46;0;0
