1;2;11
1;2;11
2;2;11
2;2;11
3;2;11
3;2;11
4;2;11
4;2;11
5;2;11
5;2;11
6;2;11
6;2;11
9;0;0
8;2;11
7;2;11
9;0;0
8;2;11
7;2;11
10;2;11
10;2;11
12;2;11
11;2;11
12;2;11
11;2;11
13;2;11
14;2;11
13;2;11
14;2;11
15;2;11
15;2;11
16;2;11
16;2;11
17;2;11
17;2;11
18;2;8
18;2;8
21;2;4
19;2;11
20;2;11
21;2;4
19;2;11
20;2;11
23;2;11
22;2;11
23;2;11
22;2;11
24;2;11
24;2;11
25;2;11
25;2;11
26;2;11
26;2;11
27;2;11
27;2;11
29;2;11
30;2;11
28;2;11
29;2;11
30;2;11
28;2;11
31;2;11
31;2;11
32;2;5
32;2;5
33;0;0
33;0;0
34;2;11
34;2;11
35;2;11
35;2;11
37;2;11
36;2;11
37;2;11
36;2;11
38;2;11
38;2;11
39;2;11
39;2;11
40;2;11
40;2;11
41;2;11
41;2;11
42;2;11
42;2;11
43;2;11
43;2;11
44;2;11
44;2;11
46;2;11
45;2;11
46;2;11
45;2;11
48;2;7
47;0;0
49;2;11
48;2;7
47;0;0
49;2;11
50;2;11
50;2;11
52;2;11
51;2;11
52;2;11
51;2;11
54;0;0
53;2;11
54;0;0
53;2;11
55;2;11
55;2;11
56;2;11
56;2;11
57;2;11
57;2;11
58;2;4
58;2;4
59;2;11
59;2;11
60;2;11
60;2;11
61;2;11
61;2;11
62;2;11
62;2;11
64;2;11
63;2;8
64;2;11
63;2;8
66;2;11
65;2;11
66;2;11
65;2;11
67;2;11
67;2;11
68;2;6
68;2;6
69;2;4
69;2;4
71;2;11
70;2;11
71;2;11
70;2;11
72;2;11
72;2;11
74;2;11
73;2;11
74;2;11
73;2;11
75;2;4
75;2;4
77;2;11
76;2;11
77;2;11
76;2;11
78;2;11
78;2;11
79;2;11
79;2;11
80;2;11
80;2;11
81;2;11
81;2;11
83;2;11
82;2;11
83;2;11
82;2;11
84;2;11
84;2;11
86;2;11
85;2;11
86;2;11
85;2;11
88;2;11
87;2;11
88;2;11
87;2;11
89;2;11
89;2;11
91;2;11
90;2;11
91;2;11
90;2;11
92;2;4
92;2;4
93;2;11
93;2;11
