1;2;11
1;2;11
2;2;6
2;2;6
3;2;11
3;2;11
4;2;11
4;2;11
6;2;4
5;2;11
6;2;4
5;2;11
7;2;11
7;2;11
8;2;11
8;2;11
9;2;11
9;2;11
10;2;11
10;2;11
12;0;0
13;2;11
11;2;11
12;0;0
13;2;11
11;2;11
14;2;6
14;2;6
15;2;11
15;2;11
16;2;11
17;0;0
16;2;11
17;0;0
18;2;6
18;2;6
19;2;11
19;2;11
20;2;11
20;2;11
21;2;11
21;2;11
22;2;11
22;2;11
23;2;11
23;2;11
24;2;11
24;2;11
25;2;6
25;2;6
26;0;0
26;0;0
29;2;11
28;2;11
27;2;11
29;2;11
28;2;11
27;2;11
30;2;11
30;2;11
31;2;11
31;2;11
32;2;11
32;2;11
34;0;0
35;0;0
33;2;4
34;0;0
35;0;0
33;2;4
36;2;11
36;2;11
37;2;11
37;2;11
39;2;4
38;2;6
40;2;11
39;2;4
38;2;6
40;2;11
42;2;10
41;2;11
43;2;11
42;2;10
41;2;11
43;2;11
44;2;11
44;2;11
45;2;11
45;2;11
46;2;11
46;2;11
47;2;11
48;2;6
47;2;11
48;2;6
50;2;11
49;2;11
50;2;11
49;2;11
51;2;11
51;2;11
52;2;11
52;2;11
53;2;11
53;2;11
54;2;4
54;2;4
55;2;11
55;2;11
56;0;0
56;0;0
57;2;4
57;2;4
58;2;6
59;2;6
58;2;6
59;2;6
61;2;11
62;2;6
60;2;11
61;2;11
62;2;6
60;2;11
63;2;11
64;2;11
63;2;11
64;2;11
65;2;6
66;2;11
67;2;11
65;2;6
66;2;11
67;2;11
69;2;11
68;0;0
69;2;11
68;0;0
72;2;11
71;2;11
70;2;11
72;2;11
71;2;11
70;2;11
74;2;11
73;2;11
74;2;11
73;2;11
75;2;11
75;2;11
76;0;0
76;0;0
78;0;0
77;0;0
78;0;0
77;0;0
80;0;0
79;2;11
81;2;11
82;2;11
83;2;11
80;0;0
79;2;11
81;2;11
82;2;11
83;2;11
84;2;9
84;2;9
85;2;11
86;2;11
85;2;11
86;2;11
88;2;8
87;2;11
89;2;11
88;2;8
87;2;11
89;2;11
90;2;11
90;2;11
92;2;11
91;2;11
93;2;11
92;2;11
91;2;11
93;2;11
94;2;11
94;2;11
96;2;11
95;2;11
96;2;11
95;2;11
97;2;11
97;2;11
98;2;11
99;2;11
98;2;11
99;2;11
100;2;11
100;2;11
101;0;0
102;2;6
103;2;6
101;0;0
102;2;6
103;2;6
105;2;11
104;2;11
106;2;11
105;2;11
104;2;11
106;2;11
107;2;6
108;2;11
107;2;6
108;2;11
110;0;0
109;2;11
110;0;0
109;2;11
111;2;11
111;2;11
113;2;11
112;2;11
113;2;11
112;2;11
115;2;11
116;2;11
114;0;0
115;2;11
116;2;11
114;0;0
117;2;11
118;0;0
117;2;11
118;0;0
119;2;11
119;2;11
121;2;11
122;2;11
120;2;11
123;2;6
125;0;0
121;2;11
124;2;4
122;2;11
126;2;11
120;2;11
123;2;6
125;0;0
124;2;4
126;2;11
128;2;11
127;0;0
128;2;11
127;0;0
129;2;11
129;2;11
130;2;11
130;2;11
131;2;11
131;2;11
132;2;11
133;2;6
132;2;11
133;2;6
135;2;11
134;2;11
135;2;11
134;2;11
137;0;0
136;0;0
137;0;0
136;0;0
139;2;4
138;0;0
139;2;4
138;0;0
142;2;11
141;0;0
140;2;11
142;2;11
141;0;0
140;2;11
143;2;11
143;2;11
144;2;11
145;0;0
144;2;11
145;0;0
147;2;11
146;2;11
147;2;11
146;2;11
148;2;11
149;2;6
151;2;11
150;2;11
148;2;11
149;2;6
151;2;11
150;2;11
152;2;11
153;2;11
152;2;11
153;2;11
155;2;11
154;2;8
156;0;0
155;2;11
154;2;8
156;0;0
159;0;0
158;2;11
161;2;11
160;0;0
157;2;11
159;0;0

158;2;11
162;0;0
161;2;11
160;0;0
157;2;11
163;2;11
162;0;0
165;2;11
164;2;6
165;2;11
164;2;6
167;2;4
166;2;11
167;2;4
166;2;11
169;2;11
168;2;11
169;2;11
168;2;11
170;2;11
171;0;0
170;2;11
171;0;0
172;2;11
173;2;11
174;0;0
172;2;11
173;2;11
174;0;0
176;2;6
175;2;11
176;2;6
175;2;11
177;2;11
177;2;11
178;2;11
178;2;11
179;0;0
180;2;11
179;0;0
180;2;11
182;0;0
181;2;8
182;0;0
181;2;8
183;2;6
183;2;6
184;2;11
184;2;11
185;2;11
185;2;11
186;2;11
186;2;11
187;0;0
187;0;0
188;2;6
188;2;6
189;2;11
189;2;11
190;2;11
190;2;11
192;2;11
191;2;11
192;2;11
191;2;11
194;2;11
193;2;4
194;2;11
193;2;4
195;0;0
195;0;0
196;0;0
196;0;0
198;2;6
197;2;9
199;2;11
198;2;6
197;2;9
199;2;11
204;2;5
205;2;6
200;2;11
203;2;11
202;2;11
201;2;11
204;2;5
206;2;11
205;2;6
200;2;11
203;2;11
202;2;11
201;2;11
206;2;11
207;2;11
207;2;11
210;2;6
209;2;4
208;2;11
210;2;6
209;2;4
208;2;11
211;0;0
211;0;0
212;2;11
212;2;11
213;2;11
214;2;11
213;2;11
214;2;11
215;2;6
215;2;6
216;0;0
216;0;0
217;2;11
217;2;11
219;0;0
218;2;6
219;0;0
218;2;6
220;2;11
220;2;11
221;2;11
222;2;11
221;2;11
222;2;11
224;2;11
223;0;0
224;2;11
223;0;0
225;2;6
226;2;11
227;2;11
225;2;6
226;2;11
227;2;11
228;0;0
228;0;0
229;2;11
229;2;11
230;2;8
230;2;8
231;2;11
232;2;11
231;2;11
232;2;11
233;2;11
233;2;11
235;2;11
234;2;11
235;2;11
234;2;11
236;0;0
238;2;11
237;2;11
236;0;0
238;2;11
237;2;11
239;2;11
239;2;11
240;2;11
241;2;11
240;2;11
241;2;11
242;2;4
243;0;0
242;2;4
243;0;0
245;2;6
244;0;0
245;2;6
244;0;0
246;2;11
246;2;11
247;2;11
247;2;11
248;2;11
248;2;11
249;0;0
249;0;0
250;2;11
250;2;11
251;0;0
251;0;0
252;2;11
252;2;11
253;0;0
254;2;4
253;0;0
254;2;4
257;2;11
256;2;11
255;2;11
257;2;11
256;2;11
255;2;11
258;2;11
258;2;11
259;2;11
259;2;11
260;2;11
260;2;11
261;2;11
261;2;11
263;2;11
262;2;11
263;2;11
262;2;11
264;2;11
264;2;11
266;0;0
265;2;11
266;0;0
265;2;11
267;2;11
267;2;11
268;2;11
268;2;11
269;0;0
269;0;0
270;2;11
270;2;11
271;2;11
271;2;11
273;0;0
272;2;11
273;0;0
272;2;11
274;0;0
274;0;0
275;0;0
275;0;0
276;2;11
276;2;11
