1;2;11
1;2;11
2;2;11
2;2;11
3;2;11
3;2;11
5;2;11
4;2;11
5;2;11
4;2;11
6;2;11
6;2;11
7;2;11
7;2;11
8;2;11
8;2;11
9;2;8
9;2;8
10;2;11
10;2;11
11;2;11
11;2;11
12;2;11
13;2;11
12;2;11
13;2;11
14;0;0
14;0;0
15;2;11
15;2;11
16;2;11
16;2;11
17;2;11
17;2;11
18;2;11
18;2;11
19;2;11
19;2;11
20;2;11
20;2;11
21;2;11
21;2;11
22;2;4
23;2;4
22;2;4
23;2;4
24;0;0
24;0;0
25;0;0
25;0;0
26;2;11
27;2;11
26;2;11
27;2;11
29;2;11
28;2;4
29;2;11
28;2;4
30;2;11
30;2;11
31;2;11
31;2;11
32;2;11
32;2;11
33;2;11
33;2;11
34;2;4
34;2;4
35;2;11
35;2;11
36;2;11
36;2;11
37;2;11
37;2;11
38;2;11
38;2;11
